listing_id,year,month,platform,category,product_name,brand,dark_pattern_type,ccpa_category,severity_score,hidden_fee_inr,price_inflation_inr,effective_price_inr
LST01534,2021,9,Meesho,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Confirm Shaming,Misdirection,3,0,573,806
LST01535,2021,9,Meesho,Footwear,Sparx Men's Running Sports Shoes,Sparx,Inflated Original Price,Pricing Manipulation,5,0,915,995
LST01536,2021,9,Meesho,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Fake Countdown Timer,Urgency Creation,3,0,180,142
LST01537,2021,9,Meesho,Footwear,Paragon Softcare Women's Sandals,Paragon,Fake Countdown Timer,Urgency Creation,3,0,350,421
LST01538,2021,9,Meesho,Fashion,Raymond Men's Blazer,Raymond,Hidden Convenience Fee,Drip Pricing,5,48,2854,3921
LST01540,2021,9,Meesho,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Inflated Original Price,Pricing Manipulation,5,0,167,196
LST01542,2021,9,Meesho,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,Social Proof Manipulation,Social Proof Misuse,2,0,102,90
LST01543,2021,9,Meesho,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,Hidden Convenience Fee,Drip Pricing,5,24,1254,666
LST01545,2021,9,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,False Scarcity,Scarcity Creation,4,0,1750,1369
LST01547,2021,9,Nykaa,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Fake Countdown Timer,Urgency Creation,3,0,2788,1878
LST01550,2021,9,Nykaa,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Social Proof Manipulation,Social Proof Misuse,2,0,279,287
LST01551,2021,9,Nykaa,Fashion,Peter England Men's Slim Fit Shirt,Peter England,Forced Continuity,Subscription Trap,4,0,650,754
LST01552,2021,9,Nykaa,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Inflated Original Price,Pricing Manipulation,5,0,190,548
LST01553,2021,9,Nykaa,Footwear,Red Tape Men's Casual Sneakers,Red Tape,False Scarcity,Scarcity Creation,4,0,1531,1120
LST01555,2021,9,Nykaa,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,False Scarcity,Scarcity Creation,4,0,6218,16169
LST01556,2021,9,Nykaa,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,Inflated Original Price,Pricing Manipulation,5,0,808,1461
LST01557,2021,9,Nykaa,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Social Proof Manipulation,Social Proof Misuse,2,0,142,218
LST01558,2021,9,Nykaa,Footwear,Sparx Men's Running Sports Shoes,Sparx,Social Proof Manipulation,Social Proof Misuse,2,0,949,850
LST01564,2021,9,Nykaa,Footwear,Liberty Gliders Women's Bellies,Liberty,Forced Continuity,Subscription Trap,4,0,786,750
LST01566,2021,9,Nykaa,Books,The Psychology of Money - Morgan Housel,Morgan Housel,Hidden Convenience Fee,Drip Pricing,5,41,140,295
LST01567,2021,9,Nykaa,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Misleading Discount Badge,Pricing Manipulation,4,0,1229,1144
LST01569,2021,9,Nykaa,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Forced Continuity,Subscription Trap,4,0,335,296
LST01570,2021,9,Nykaa,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Inflated Original Price,Pricing Manipulation,5,0,530,862
LST01571,2021,9,Nykaa,Books,Atomic Habits - James Clear,James Clear,False Scarcity,Scarcity Creation,4,0,180,313
LST01572,2021,9,Nykaa,Fashion,AND Women's Wrap Dress,AND,Confirm Shaming,Misdirection,3,0,1561,1404
LST01574,2021,9,Nykaa,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Social Proof Manipulation,Social Proof Misuse,2,0,136,212
LST01575,2021,9,Nykaa,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Fake Countdown Timer,Urgency Creation,3,0,279,315
LST01576,2021,9,Nykaa,Mobile Phones,realme narzo N53 4GB+64GB,realme,Inflated Original Price,Pricing Manipulation,5,0,4934,7797
LST01578,2021,9,Nykaa,Toys,NHR Carrom Board with Coins & Striker,NHR,Social Proof Manipulation,Social Proof Misuse,2,0,784,945
LST01579,2021,9,Nykaa,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,Forced Continuity,Subscription Trap,4,0,2873,7724
LST01580,2021,9,Nykaa,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,False Scarcity,Scarcity Creation,4,0,79,87
LST01582,2021,9,Nykaa,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,False Scarcity,Scarcity Creation,4,0,283,535
LST01583,2021,9,Nykaa,Fashion,Allen Solly Women Straight Fit Trousers,Allen Solly,Hidden Convenience Fee,Drip Pricing,5,66,1331,1032
LST01584,2021,9,Nykaa,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Social Proof Manipulation,Social Proof Misuse,2,0,255,316
LST01585,2021,9,Nykaa,Home & Kitchen,Cello Plastic Modular Drawer,Cello,False Scarcity,Scarcity Creation,4,0,362,278
LST01586,2021,9,Nykaa,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,False Scarcity,Scarcity Creation,4,0,508,1781
LST01589,2021,9,Nykaa,Fashion,Biba Women's Anarkali Kurti,Biba,Inflated Original Price,Pricing Manipulation,5,0,1087,781
LST01591,2021,9,Nykaa,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,False Scarcity,Scarcity Creation,4,0,1415,642
LST01593,2021,9,Nykaa,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Confirm Shaming,Misdirection,3,0,271,350
LST01595,2021,9,Nykaa,Books,Atomic Habits - James Clear,James Clear,Hidden Convenience Fee,Drip Pricing,5,39,194,366
LST01598,2021,10,Flipkart,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,False Scarcity,Scarcity Creation,4,0,452,494
LST01599,2021,10,Flipkart,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Misleading Discount Badge,Pricing Manipulation,4,0,4210,13540
LST01600,2021,10,Flipkart,Mobile Phones,OPPO A78 5G 8GB+128GB,OPPO,Inflated Original Price,Pricing Manipulation,5,0,3489,18394
LST01601,2021,10,Flipkart,Fashion,Global Desi Women Floral Print Top,Global Desi,Forced Continuity,Subscription Trap,4,0,577,498
LST01603,2021,10,Flipkart,Footwear,Sparx Men's Running Sports Shoes,Sparx,Fake Countdown Timer,Urgency Creation,3,0,863,938
LST01604,2021,10,Flipkart,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,False Scarcity,Scarcity Creation,4,0,475,837
LST01605,2021,10,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,Forced Continuity,Subscription Trap,4,0,5449,14228
LST01606,2021,10,Flipkart,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Misleading Discount Badge,Pricing Manipulation,4,0,513,481
LST01608,2021,10,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,Misleading Discount Badge,Pricing Manipulation,4,0,154,185
LST01609,2021,10,Flipkart,Home & Kitchen,Usha Maxx Air 400mm Pedestal Fan,Usha,Misleading Discount Badge,Pricing Manipulation,4,0,1388,2086
LST01610,2021,10,Flipkart,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,Forced Continuity,Subscription Trap,4,0,81,85
LST01611,2021,10,Flipkart,Electronics,Portronics Mport 7C USB Hub,Portronics,Hidden Convenience Fee,Drip Pricing,5,42,650,683
LST01612,2021,10,Flipkart,Books,Zero to One - Peter Thiel,Peter Thiel,Social Proof Manipulation,Social Proof Misuse,2,0,192,281
LST01615,2021,10,Flipkart,Books,Deep Work - Cal Newport,Cal Newport,Forced Continuity,Subscription Trap,4,0,124,310
LST01618,2021,10,Flipkart,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,Confirm Shaming,Misdirection,3,0,434,578
LST01619,2021,10,Flipkart,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Confirm Shaming,Misdirection,3,0,3157,2189
LST01621,2021,10,Flipkart,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Hidden Convenience Fee,Drip Pricing,5,93,394,609
LST01624,2021,10,Flipkart,Fashion,AND Women's Wrap Dress,AND,Confirm Shaming,Misdirection,3,0,1434,1345
LST01626,2021,10,Flipkart,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Forced Continuity,Subscription Trap,4,0,314,290
LST01627,2021,10,Flipkart,Books,Zero to One - Peter Thiel,Peter Thiel,Social Proof Manipulation,Social Proof Misuse,2,0,190,324
LST01628,2021,10,Flipkart,Fashion,Allen Solly Women Straight Fit Trousers,Allen Solly,Forced Continuity,Subscription Trap,4,0,988,1072
LST01629,2021,10,Flipkart,Fashion,AND Women's Wrap Dress,AND,Misleading Discount Badge,Pricing Manipulation,4,0,1477,1377
LST01631,2021,10,Flipkart,Books,The Psychology of Money - Morgan Housel,Morgan Housel,Misleading Discount Badge,Pricing Manipulation,4,0,166,231
LST01632,2021,10,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,Social Proof Manipulation,Social Proof Misuse,2,0,167,175
LST01634,2021,10,Flipkart,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,Inflated Original Price,Pricing Manipulation,5,0,1424,2520
LST01635,2021,10,Flipkart,Footwear,Action Men's Training Shoes,Action,Forced Continuity,Subscription Trap,4,0,668,753
LST01636,2021,10,Flipkart,Home & Kitchen,Cello Plastic Modular Drawer,Cello,Fake Countdown Timer,Urgency Creation,3,0,237,333
LST01637,2021,10,Flipkart,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Forced Continuity,Subscription Trap,4,0,124,220
LST01638,2021,10,Flipkart,Footwear,Action Men's Training Shoes,Action,Inflated Original Price,Pricing Manipulation,5,0,697,642
LST01639,2021,10,Flipkart,Fashion,Global Desi Women Floral Print Top,Global Desi,Social Proof Manipulation,Social Proof Misuse,2,0,626,533
LST01640,2021,10,Flipkart,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Inflated Original Price,Pricing Manipulation,5,0,254,306
LST01641,2021,10,Flipkart,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,Forced Continuity,Subscription Trap,4,0,775,1674
LST01643,2021,10,Flipkart,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,Hidden Convenience Fee,Drip Pricing,5,88,79,180
LST01644,2021,10,Flipkart,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,False Scarcity,Scarcity Creation,4,0,4670,7094
LST01645,2021,10,Flipkart,Fashion,AND Women's Wrap Dress,AND,Social Proof Manipulation,Social Proof Misuse,2,0,1198,1432
LST01647,2021,10,Flipkart,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,Misleading Discount Badge,Pricing Manipulation,4,0,5191,6328
LST01648,2021,10,Flipkart,Fashion,W Women's Printed Kurta,W,Misleading Discount Badge,Pricing Manipulation,4,0,647,626
LST01649,2021,10,Flipkart,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Fake Countdown Timer,Urgency Creation,3,0,176,142
LST01650,2021,10,Meesho,Footwear,Woodland Men's Camel Leather Boot,Woodland,Inflated Original Price,Pricing Manipulation,5,0,2092,2489
LST01651,2021,10,Meesho,Mobile Phones,realme narzo N53 4GB+64GB,realme,Inflated Original Price,Pricing Manipulation,5,0,3224,7872
LST01652,2021,10,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Hidden Convenience Fee,Drip Pricing,5,25,920,1204
LST01653,2021,10,Meesho,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Social Proof Manipulation,Social Proof Misuse,2,0,287,283
LST01655,2021,10,Meesho,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Forced Continuity,Subscription Trap,4,0,6356,11584
LST01656,2021,10,Meesho,Fashion,Global Desi Women Floral Print Top,Global Desi,Hidden Convenience Fee,Drip Pricing,5,51,580,585
LST01658,2021,10,Meesho,Fashion,Global Desi Women Floral Print Top,Global Desi,False Scarcity,Scarcity Creation,4,0,561,485
LST01659,2021,10,Meesho,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Forced Continuity,Subscription Trap,4,0,735,874
LST01661,2021,10,Meesho,Footwear,Metro Women's Block Heel Pumps,Metro,Inflated Original Price,Pricing Manipulation,5,0,1200,886
LST01662,2021,10,Meesho,Footwear,Paragon Softcare Women's Sandals,Paragon,Confirm Shaming,Misdirection,3,0,461,358
LST01663,2021,10,Meesho,Fashion,Peter England Men's Slim Fit Shirt,Peter England,Misleading Discount Badge,Pricing Manipulation,4,0,713,669
LST01664,2021,10,Meesho,Footwear,Paragon Softcare Women's Sandals,Paragon,Hidden Convenience Fee,Drip Pricing,5,26,379,431
LST01665,2021,10,Meesho,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Forced Continuity,Subscription Trap,4,0,4436,15498
LST01666,2021,10,Meesho,Books,Deep Work - Cal Newport,Cal Newport,Misleading Discount Badge,Pricing Manipulation,4,0,127,300
LST01667,2021,10,Meesho,Toys,Funskool Ludo & Snakes & Ladders Board Game,Funskool,Inflated Original Price,Pricing Manipulation,5,0,257,334
LST01668,2021,10,Meesho,Footwear,Relaxo Flite Men's Slippers,Relaxo,Fake Countdown Timer,Urgency Creation,3,0,315,291
LST01669,2021,10,Meesho,Toys,GiiKER Super Slide Puzzle Game,GiiKER,Fake Countdown Timer,Urgency Creation,3,0,1179,1184
LST01671,2021,10,Meesho,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Confirm Shaming,Misdirection,3,0,4084,9082
LST01673,2021,10,Meesho,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Hidden Convenience Fee,Drip Pricing,5,23,529,563
LST01674,2021,10,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Forced Continuity,Subscription Trap,4,0,3047,1810
LST01676,2021,10,Meesho,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Social Proof Manipulation,Social Proof Misuse,2,0,1389,1224
LST01678,2021,10,Meesho,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Confirm Shaming,Misdirection,3,0,3462,13764
LST01679,2021,10,Meesho,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Misleading Discount Badge,Pricing Manipulation,4,0,418,655
LST01680,2021,10,Meesho,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Social Proof Manipulation,Social Proof Misuse,2,0,1527,1509
LST01681,2021,10,Meesho,Footwear,VKC Pride Women's Flip Flops,VKC,False Scarcity,Scarcity Creation,4,0,247,233
LST01682,2021,10,Meesho,Footwear,Action Men's Training Shoes,Action,Hidden Convenience Fee,Drip Pricing,5,24,586,779
LST01683,2021,10,Meesho,Fashion,AND Women's Wrap Dress,AND,Forced Continuity,Subscription Trap,4,0,1419,1162
LST01684,2021,10,Meesho,Home & Kitchen,Usha Maxx Air 400mm Pedestal Fan,Usha,Confirm Shaming,Misdirection,3,0,1255,2081
LST01685,2021,10,Meesho,Mobile Phones,OPPO A78 5G 8GB+128GB,OPPO,Inflated Original Price,Pricing Manipulation,5,0,5054,17114
LST01686,2021,10,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Hidden Convenience Fee,Drip Pricing,5,45,919,1308
LST01687,2021,10,Meesho,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,False Scarcity,Scarcity Creation,4,0,425,520
LST01688,2021,10,Meesho,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Misleading Discount Badge,Pricing Manipulation,4,0,390,544
LST01689,2021,10,Meesho,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Social Proof Manipulation,Social Proof Misuse,2,0,350,265
LST01690,2021,10,Meesho,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Forced Continuity,Subscription Trap,4,0,1617,1349
LST01691,2021,10,Meesho,Footwear,Bata Men's Formal Lace-up Shoes,Bata,Forced Continuity,Subscription Trap,4,0,1166,1281
LST01692,2021,10,Meesho,Books,The Alchemist - Paulo Coelho,Paulo Coelho,Misleading Discount Badge,Pricing Manipulation,4,0,104,142
LST01694,2021,10,Meesho,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,False Scarcity,Scarcity Creation,4,0,435,490
LST01695,2021,10,Meesho,Fashion,Arrow Men's Formal Trousers,Arrow,Forced Continuity,Subscription Trap,4,0,1197,840
LST01696,2021,10,Meesho,Books,The Psychology of Money - Morgan Housel,Morgan Housel,Misleading Discount Badge,Pricing Manipulation,4,0,188,232
LST01697,2021,10,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Social Proof Manipulation,Social Proof Misuse,2,0,344,533
LST01698,2021,10,Meesho,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,Social Proof Manipulation,Social Proof Misuse,2,0,497,461
LST01699,2021,10,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Misleading Discount Badge,Pricing Manipulation,4,0,360,477
LST01700,2021,10,Meesho,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Social Proof Manipulation,Social Proof Misuse,2,0,271,519
LST01701,2021,10,Meesho,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Misleading Discount Badge,Pricing Manipulation,4,0,747,520
LST01702,2021,10,Meesho,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Fake Countdown Timer,Urgency Creation,3,0,2329,7626
LST01703,2021,10,Nykaa,Mobile Phones,POCO C65 6GB+128GB,POCO,False Scarcity,Scarcity Creation,4,0,2870,7544
LST01704,2021,10,Nykaa,Fashion,Arrow Men's Formal Trousers,Arrow,Confirm Shaming,Misdirection,3,0,981,965
LST01707,2021,10,Nykaa,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Inflated Original Price,Pricing Manipulation,5,0,531,471
LST01708,2021,10,Nykaa,Books,The Alchemist - Paulo Coelho,Paulo Coelho,Hidden Convenience Fee,Drip Pricing,5,85,81,240
LST01711,2021,10,Nykaa,Toys,NHR Carrom Board with Coins & Striker,NHR,Confirm Shaming,Misdirection,3,0,1088,829
LST01712,2021,10,Nykaa,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Fake Countdown Timer,Urgency Creation,3,0,177,146
LST01713,2021,10,Nykaa,Footwear,Relaxo Flite Men's Slippers,Relaxo,Confirm Shaming,Misdirection,3,0,355,272
LST01715,2021,10,Nykaa,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Inflated Original Price,Pricing Manipulation,5,0,646,803
LST01716,2021,10,Nykaa,Mobile Phones,OPPO A78 5G 8GB+128GB,OPPO,Fake Countdown Timer,Urgency Creation,3,0,6345,15661
LST01717,2021,10,Nykaa,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,Fake Countdown Timer,Urgency Creation,3,0,878,1940
LST01718,2021,10,Nykaa,Books,Deep Work - Cal Newport,Cal Newport,Confirm Shaming,Misdirection,3,0,123,290
LST01719,2021,10,Nykaa,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,False Scarcity,Scarcity Creation,4,0,6339,24951
LST01720,2021,10,Nykaa,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,False Scarcity,Scarcity Creation,4,0,2197,13977
LST01721,2021,10,Nykaa,Mobile Phones,POCO C65 6GB+128GB,POCO,Forced Continuity,Subscription Trap,4,0,5104,6657
LST01722,2021,10,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,Social Proof Manipulation,Social Proof Misuse,2,0,106,221
LST01723,2021,10,Nykaa,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Inflated Original Price,Pricing Manipulation,5,0,4804,12682
LST01724,2021,10,Nykaa,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,False Scarcity,Scarcity Creation,4,0,1383,1642
LST01725,2021,10,Nykaa,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Forced Continuity,Subscription Trap,4,0,3447,15434
LST01726,2021,10,Nykaa,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Confirm Shaming,Misdirection,3,0,734,502
LST01727,2021,10,Nykaa,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Fake Countdown Timer,Urgency Creation,3,0,347,343
LST01729,2021,10,Nykaa,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Social Proof Manipulation,Social Proof Misuse,2,0,1317,1503
LST01730,2021,10,Nykaa,Electronics,Syska LED Desk Lamp,Syska,Misleading Discount Badge,Pricing Manipulation,4,0,514,409
LST01731,2021,10,Nykaa,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,Confirm Shaming,Misdirection,3,0,500,446
LST01733,2021,10,Nykaa,Fashion,Global Desi Women Floral Print Top,Global Desi,Hidden Convenience Fee,Drip Pricing,5,96,621,616
LST01734,2021,10,Nykaa,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Inflated Original Price,Pricing Manipulation,5,0,230,369
LST01738,2021,10,Nykaa,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Inflated Original Price,Pricing Manipulation,5,0,296,267
LST01739,2021,10,Nykaa,Home & Kitchen,Cello Plastic Modular Drawer,Cello,False Scarcity,Scarcity Creation,4,0,328,282
LST01741,2021,10,Nykaa,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Misleading Discount Badge,Pricing Manipulation,4,0,428,500
LST01742,2021,10,Nykaa,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Social Proof Manipulation,Social Proof Misuse,2,0,4610,9881
LST01743,2021,10,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,Forced Continuity,Subscription Trap,4,0,119,208
LST01744,2021,10,Nykaa,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Social Proof Manipulation,Social Proof Misuse,2,0,277,473
LST01745,2021,10,Nykaa,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,Inflated Original Price,Pricing Manipulation,5,0,871,1574
LST01746,2021,10,Nykaa,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Hidden Convenience Fee,Drip Pricing,5,74,859,830
LST01747,2021,10,Nykaa,Books,Start With Why - Simon Sinek,Simon Sinek,Confirm Shaming,Misdirection,3,0,210,250
LST01748,2021,10,Nykaa,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Forced Continuity,Subscription Trap,4,0,806,756
LST01749,2021,10,Nykaa,Fashion,AND Women's Wrap Dress,AND,Social Proof Manipulation,Social Proof Misuse,2,0,1525,1261
LST01750,2021,10,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Forced Continuity,Subscription Trap,4,0,271,336
LST01751,2021,10,Nykaa,Fashion,Peter England Men's Slim Fit Shirt,Peter England,False Scarcity,Scarcity Creation,4,0,935,620
LST01754,2021,10,Nykaa,Books,The Psychology of Money - Morgan Housel,Morgan Housel,False Scarcity,Scarcity Creation,4,0,160,223
LST01757,2021,10,Nykaa,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Hidden Convenience Fee,Drip Pricing,5,50,732,802
LST01758,2021,10,Nykaa,Books,Start With Why - Simon Sinek,Simon Sinek,False Scarcity,Scarcity Creation,4,0,127,300
LST01759,2021,10,Nykaa,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,Forced Continuity,Subscription Trap,4,0,1781,2470
LST01761,2021,10,Nykaa,Toys,LEGO Classic Creative Brick Box,LEGO,Confirm Shaming,Misdirection,3,0,1380,2158
LST01763,2021,10,Nykaa,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Inflated Original Price,Pricing Manipulation,5,0,327,308
LST01764,2021,10,Nykaa,Mobile Phones,realme narzo N53 4GB+64GB,realme,Confirm Shaming,Misdirection,3,0,3762,7720
LST01769,2021,10,Nykaa,Toys,GiiKER Super Slide Puzzle Game,GiiKER,Hidden Convenience Fee,Drip Pricing,5,72,687,1419
LST01770,2021,10,Nykaa,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Fake Countdown Timer,Urgency Creation,3,0,3395,1857
LST01771,2021,11,Flipkart,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Fake Countdown Timer,Urgency Creation,3,0,473,536
LST01772,2021,11,Flipkart,Footwear,Sparx Men's Running Sports Shoes,Sparx,False Scarcity,Scarcity Creation,4,0,831,996
LST01773,2021,11,Flipkart,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Hidden Convenience Fee,Drip Pricing,5,84,634,839
LST01775,2021,11,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Forced Continuity,Subscription Trap,4,0,1461,1151
LST01776,2021,11,Flipkart,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,Inflated Original Price,Pricing Manipulation,5,0,772,995
LST01777,2021,11,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,Confirm Shaming,Misdirection,3,0,127,201
LST01778,2021,11,Flipkart,Footwear,Paragon Softcare Women's Sandals,Paragon,False Scarcity,Scarcity Creation,4,0,468,384
LST01780,2021,11,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,Fake Countdown Timer,Urgency Creation,3,0,984,1415
LST01781,2021,11,Flipkart,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Hidden Convenience Fee,Drip Pricing,5,77,372,538
LST01782,2021,11,Flipkart,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,False Scarcity,Scarcity Creation,4,0,440,584
LST01785,2021,11,Flipkart,Mobile Phones,POCO C65 6GB+128GB,POCO,False Scarcity,Scarcity Creation,4,0,3043,7547
LST01786,2021,11,Flipkart,Electronics,Portronics Mport 7C USB Hub,Portronics,Social Proof Manipulation,Social Proof Misuse,2,0,581,657
LST01787,2021,11,Flipkart,Fashion,W Women's Printed Kurta,W,Social Proof Manipulation,Social Proof Misuse,2,0,712,658
LST01788,2021,11,Flipkart,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,Hidden Convenience Fee,Drip Pricing,5,96,518,628
LST01789,2021,11,Flipkart,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Forced Continuity,Subscription Trap,4,0,611,442
LST01790,2021,11,Flipkart,Mobile Phones,realme narzo N53 4GB+64GB,realme,Fake Countdown Timer,Urgency Creation,3,0,5079,7601
LST01791,2021,11,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,Forced Continuity,Subscription Trap,4,0,138,196
LST01794,2021,11,Flipkart,Footwear,Relaxo Flite Men's Slippers,Relaxo,Fake Countdown Timer,Urgency Creation,3,0,298,294
LST01795,2021,11,Flipkart,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Misleading Discount Badge,Pricing Manipulation,4,0,1646,1459
LST01796,2021,11,Flipkart,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Forced Continuity,Subscription Trap,4,0,155,157
LST01798,2021,11,Flipkart,Mobile Phones,realme narzo N53 4GB+64GB,realme,Forced Continuity,Subscription Trap,4,0,3004,9516
