listing_id,year,month,platform,category,product_name,brand,actual_price_inr,displayed_original_price_inr,discount_pct_shown,hidden_fee_inr,effective_price_inr,dark_pattern_type,ccpa_category,severity_score,ccpa_violation,price_inflation_inr
LST02600,2022,3,Meesho,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,221,405,45.4,0,221,Social Proof Manipulation,Social Proof Misuse,2,Yes,184
LST02601,2022,3,Meesho,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,6739,10720,37.1,0,6739,Social Proof Manipulation,Social Proof Misuse,2,Yes,3981
LST02602,2022,3,Meesho,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,339,563,39.8,0,339,Social Proof Manipulation,Social Proof Misuse,2,Yes,224
LST02603,2022,3,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,1258,2040,38.3,0,1258,Inflated Original Price,Pricing Manipulation,5,Yes,782
LST02604,2022,3,Meesho,Books,Atomic Habits - James Clear,James Clear,303,462,34.4,0,303,Forced Continuity,Subscription Trap,4,Yes,159
LST02605,2022,3,Nykaa,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,7171,11200,36.0,0,7171,Confirm Shaming,Misdirection,3,Yes,4029
LST02606,2022,3,Nykaa,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,1702,2461,30.8,0,1702,None,No Violation,0,No,759
LST02607,2022,3,Nykaa,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,133,288,53.8,0,133,False Scarcity,Scarcity Creation,4,Yes,155
LST02608,2022,3,Nykaa,Books,Zero to One - Peter Thiel,Peter Thiel,323,469,31.1,0,323,Fake Countdown Timer,Urgency Creation,3,Yes,146
LST02609,2022,3,Nykaa,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,10553,13810,23.6,0,10553,Misleading Discount Badge,Pricing Manipulation,4,Yes,3257
LST02610,2022,3,Nykaa,Toys,LEGO Classic Creative Brick Box,LEGO,2007,3431,41.5,0,2007,None,No Violation,0,No,1424
LST02611,2022,3,Nykaa,Fashion,Raymond Men's Blazer,Raymond,3304,6612,50.0,0,3304,Forced Continuity,Subscription Trap,4,Yes,3308
LST02612,2022,3,Nykaa,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,12555,17394,27.8,0,12555,Social Proof Manipulation,Social Proof Misuse,2,Yes,4839
LST02613,2022,3,Nykaa,Books,Zero to One - Peter Thiel,Peter Thiel,275,478,42.5,0,275,Inflated Original Price,Pricing Manipulation,5,Yes,203
LST02614,2022,3,Nykaa,Footwear,Action Men's Training Shoes,Action,687,1310,47.6,0,687,None,No Violation,0,No,623
LST02615,2022,3,Nykaa,Mobile Phones,realme narzo N53 4GB+64GB,realme,8421,11117,24.3,0,8421,Forced Continuity,Subscription Trap,4,Yes,2696
LST02616,2022,3,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,364,587,38.0,0,364,Fake Countdown Timer,Urgency Creation,3,Yes,223
LST02617,2022,3,Nykaa,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,373,620,39.8,0,373,Inflated Original Price,Pricing Manipulation,5,Yes,247
LST02618,2022,3,Nykaa,Mobile Phones,POCO C65 6GB+128GB,POCO,8325,11723,29.0,0,8325,False Scarcity,Scarcity Creation,4,Yes,3398
LST02619,2022,3,Nykaa,Toys,Webby Wooden Push & Pull Duck Toy,Webby,285,627,54.5,0,285,None,No Violation,0,No,342
LST02620,2022,3,Nykaa,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,843,1272,33.7,0,843,Inflated Original Price,Pricing Manipulation,5,Yes,429
LST02621,2022,3,Nykaa,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,18973,21653,12.4,0,18973,Fake Countdown Timer,Urgency Creation,3,Yes,2680
LST02622,2022,3,Nykaa,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1233,2555,51.7,0,1233,None,No Violation,0,No,1322
LST02623,2022,3,Nykaa,Mobile Phones,POCO C65 6GB+128GB,POCO,6967,10499,33.6,0,6967,None,No Violation,0,No,3532
LST02624,2022,3,Nykaa,Footwear,Paragon Softcare Women's Sandals,Paragon,430,768,44.0,0,430,False Scarcity,Scarcity Creation,4,Yes,338
LST02625,2022,3,Nykaa,Books,The Alchemist - Paulo Coelho,Paulo Coelho,160,262,38.9,0,160,Misleading Discount Badge,Pricing Manipulation,4,Yes,102
LST02626,2022,3,Nykaa,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,504,1016,50.4,0,504,False Scarcity,Scarcity Creation,4,Yes,512
LST02627,2022,3,Nykaa,Home & Kitchen,Usha Maxx Air 400mm Pedestal Fan,Usha,2143,3446,37.8,35,2178,Hidden Convenience Fee,Drip Pricing,5,Yes,1303
LST02628,2022,3,Nykaa,Books,Atomic Habits - James Clear,James Clear,315,535,41.1,0,315,None,No Violation,0,No,220
LST02629,2022,3,Nykaa,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,390,654,40.4,0,390,None,No Violation,0,No,264
LST02630,2022,3,Nykaa,Books,Start With Why - Simon Sinek,Simon Sinek,294,451,34.8,0,294,Inflated Original Price,Pricing Manipulation,5,Yes,157
LST02631,2022,3,Nykaa,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,2573,3698,30.4,0,2573,Forced Continuity,Subscription Trap,4,Yes,1125
LST02632,2022,3,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,1365,3046,55.2,0,1365,None,No Violation,0,No,1681
LST02633,2022,3,Nykaa,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,6720,11240,40.2,0,6720,Social Proof Manipulation,Social Proof Misuse,2,Yes,4520
LST02634,2022,3,Nykaa,Fashion,Raymond Men's Blazer,Raymond,3849,7427,48.2,0,3849,None,No Violation,0,No,3578
LST02635,2022,3,Nykaa,Books,Deep Work - Cal Newport,Cal Newport,286,438,34.7,0,286,None,No Violation,0,No,152
LST02636,2022,3,Nykaa,Fashion,Arrow Men's Formal Trousers,Arrow,921,2098,56.1,0,921,None,No Violation,0,No,1177
LST02637,2022,3,Nykaa,Mobile Phones,realme narzo N53 4GB+64GB,realme,8579,11473,25.2,0,8579,Misleading Discount Badge,Pricing Manipulation,4,Yes,2894
LST02638,2022,3,Nykaa,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1326,2602,49.0,0,1326,Inflated Original Price,Pricing Manipulation,5,Yes,1276
LST02639,2022,3,Nykaa,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,91,179,49.2,0,91,Misleading Discount Badge,Pricing Manipulation,4,Yes,88
LST02640,2022,3,Nykaa,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,17298,21441,19.3,0,17298,Fake Countdown Timer,Urgency Creation,3,Yes,4143
LST02641,2022,3,Nykaa,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,12549,16747,25.1,0,12549,None,No Violation,0,No,4198
LST02642,2022,3,Nykaa,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1386,2434,43.1,0,1386,Forced Continuity,Subscription Trap,4,Yes,1048
LST02643,2022,3,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,221,363,39.1,0,221,False Scarcity,Scarcity Creation,4,Yes,142
LST02644,2022,3,Nykaa,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,490,1265,61.3,0,490,None,No Violation,0,No,775
LST02645,2022,3,Nykaa,Home & Kitchen,Prestige Iris 750W Mixer Grinder,Prestige,2310,3809,39.4,0,2310,False Scarcity,Scarcity Creation,4,Yes,1499
LST02646,2022,3,Nykaa,Electronics,Syska LED Desk Lamp,Syska,412,893,53.9,42,454,Hidden Convenience Fee,Drip Pricing,5,Yes,481
LST02647,2022,3,Nykaa,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,84,174,51.7,0,84,Forced Continuity,Subscription Trap,4,Yes,90
LST02648,2022,3,Nykaa,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,355,598,40.6,0,355,None,No Violation,0,No,243
LST02649,2022,3,Nykaa,Books,Start With Why - Simon Sinek,Simon Sinek,289,423,31.7,0,289,Social Proof Manipulation,Social Proof Misuse,2,Yes,134
LST02650,2022,3,Nykaa,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,6808,10654,36.1,0,6808,Misleading Discount Badge,Pricing Manipulation,4,Yes,3846
LST02651,2022,3,Nykaa,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,1236,2191,43.6,0,1236,Inflated Original Price,Pricing Manipulation,5,Yes,955
LST02652,2022,3,Nykaa,Books,Atomic Habits - James Clear,James Clear,278,511,45.6,0,278,False Scarcity,Scarcity Creation,4,Yes,233
LST02653,2022,3,Nykaa,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,519,892,41.8,0,519,None,No Violation,0,No,373
LST02654,2022,3,Nykaa,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,967,1818,46.8,0,967,None,No Violation,0,No,851
LST02655,2022,3,Nykaa,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,9668,14438,33.0,0,9668,None,No Violation,0,No,4770
LST02656,2022,3,Nykaa,Toys,GiiKER Super Slide Puzzle Game,GiiKER,1325,2081,36.3,0,1325,None,No Violation,0,No,756
LST02657,2022,3,Nykaa,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,152,293,48.1,0,152,None,No Violation,0,No,141
LST02658,2022,3,Nykaa,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,24815,31245,20.6,0,24815,None,No Violation,0,No,6430
LST02659,2022,3,Nykaa,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,546,966,43.5,0,546,Confirm Shaming,Misdirection,3,Yes,420
LST02660,2022,3,Nykaa,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,140,291,51.9,0,140,Fake Countdown Timer,Urgency Creation,3,Yes,151
LST02661,2022,4,Flipkart,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,14398,20442,29.6,0,14398,Inflated Original Price,Pricing Manipulation,5,Yes,6044
LST02662,2022,4,Flipkart,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,507,1044,51.4,0,507,None,No Violation,0,No,537
LST02663,2022,4,Flipkart,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,13318,16808,20.8,0,13318,Fake Countdown Timer,Urgency Creation,3,Yes,3490
LST02664,2022,4,Flipkart,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,156,322,51.6,0,156,Forced Continuity,Subscription Trap,4,Yes,166
LST02665,2022,4,Flipkart,Fashion,AND Women's Wrap Dress,AND,1381,3011,54.1,0,1381,Misleading Discount Badge,Pricing Manipulation,4,Yes,1630
LST02666,2022,4,Flipkart,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,85,192,55.7,81,166,Hidden Convenience Fee,Drip Pricing,5,Yes,107
LST02667,2022,4,Flipkart,Footwear,Paragon Softcare Women's Sandals,Paragon,437,802,45.5,0,437,Fake Countdown Timer,Urgency Creation,3,Yes,365
LST02668,2022,4,Flipkart,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,8214,11809,30.4,0,8214,None,No Violation,0,No,3595
LST02669,2022,4,Flipkart,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,547,1212,54.9,0,547,Fake Countdown Timer,Urgency Creation,3,Yes,665
LST02670,2022,4,Flipkart,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,357,585,39.0,0,357,Forced Continuity,Subscription Trap,4,Yes,228
LST02671,2022,4,Flipkart,Mobile Phones,realme narzo N53 4GB+64GB,realme,9077,11773,22.9,0,9077,Forced Continuity,Subscription Trap,4,Yes,2696
LST02672,2022,4,Flipkart,Fashion,W Women's Printed Kurta,W,529,1295,59.2,0,529,Inflated Original Price,Pricing Manipulation,5,Yes,766
LST02673,2022,4,Flipkart,Home & Kitchen,Cello Plastic Modular Drawer,Cello,286,583,50.9,0,286,None,No Violation,0,No,297
LST02674,2022,4,Flipkart,Fashion,Arrow Men's Formal Trousers,Arrow,973,2088,53.4,0,973,Inflated Original Price,Pricing Manipulation,5,Yes,1115
LST02675,2022,4,Flipkart,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,1606,2908,44.8,0,1606,Fake Countdown Timer,Urgency Creation,3,Yes,1302
LST02676,2022,4,Flipkart,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,1989,4778,58.4,0,1989,Forced Continuity,Subscription Trap,4,Yes,2789
LST02677,2022,4,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,178,324,45.1,0,178,None,No Violation,0,No,146
LST02678,2022,4,Flipkart,Books,Start With Why - Simon Sinek,Simon Sinek,259,419,38.2,0,259,Confirm Shaming,Misdirection,3,Yes,160
LST02679,2022,4,Flipkart,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1438,2449,41.3,0,1438,Social Proof Manipulation,Social Proof Misuse,2,Yes,1011
LST02680,2022,4,Flipkart,Fashion,Arrow Men's Formal Trousers,Arrow,927,1862,50.2,0,927,Fake Countdown Timer,Urgency Creation,3,Yes,935
LST02681,2022,4,Flipkart,Toys,Webby Wooden Push & Pull Duck Toy,Webby,319,634,49.7,0,319,Misleading Discount Badge,Pricing Manipulation,4,Yes,315
LST02682,2022,4,Flipkart,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,178,343,48.1,0,178,Social Proof Manipulation,Social Proof Misuse,2,Yes,165
LST02683,2022,4,Flipkart,Electronics,iBall Slide Elan 3x32 Tablet,iBall,6899,10157,32.1,0,6899,Fake Countdown Timer,Urgency Creation,3,Yes,3258
LST02684,2022,4,Flipkart,Toys,Hasbro Monopoly Classic Board Game,Hasbro,842,1562,46.1,0,842,Inflated Original Price,Pricing Manipulation,5,Yes,720
LST02685,2022,4,Flipkart,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,291,628,53.7,0,291,None,No Violation,0,No,337
LST02686,2022,4,Flipkart,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,880,1600,45.0,0,880,None,No Violation,0,No,720
LST02687,2022,4,Flipkart,Fashion,Arrow Men's Formal Trousers,Arrow,796,2139,62.8,0,796,Social Proof Manipulation,Social Proof Misuse,2,Yes,1343
LST02688,2022,4,Flipkart,Fashion,W Women's Printed Kurta,W,556,1289,56.9,0,556,Inflated Original Price,Pricing Manipulation,5,Yes,733
LST02689,2022,4,Flipkart,Footwear,Woodland Men's Camel Leather Boot,Woodland,2628,4262,38.3,0,2628,Forced Continuity,Subscription Trap,4,Yes,1634
LST02690,2022,4,Flipkart,Fashion,AND Women's Wrap Dress,AND,1313,2611,49.7,0,1313,Inflated Original Price,Pricing Manipulation,5,Yes,1298
LST02691,2022,4,Flipkart,Fashion,Allen Solly Women Straight Fit Trousers,Allen Solly,1024,2023,49.4,0,1024,Forced Continuity,Subscription Trap,4,Yes,999
LST02692,2022,4,Flipkart,Home & Kitchen,Cello Plastic Modular Drawer,Cello,333,582,42.8,0,333,Confirm Shaming,Misdirection,3,Yes,249
LST02693,2022,4,Flipkart,Books,The Psychology of Money - Morgan Housel,Morgan Housel,230,396,41.9,0,230,None,No Violation,0,No,166
LST02694,2022,4,Flipkart,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,8962,12525,28.4,0,8962,None,No Violation,0,No,3563
LST02695,2022,4,Flipkart,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1187,2457,51.7,0,1187,False Scarcity,Scarcity Creation,4,Yes,1270
LST02696,2022,4,Flipkart,Books,Zero to One - Peter Thiel,Peter Thiel,284,463,38.7,0,284,Social Proof Manipulation,Social Proof Misuse,2,Yes,179
LST02697,2022,4,Flipkart,Fashion,Raymond Men's Blazer,Raymond,3474,6560,47.0,0,3474,Misleading Discount Badge,Pricing Manipulation,4,Yes,3086
LST02698,2022,4,Flipkart,Toys,NHR Carrom Board with Coins & Striker,NHR,828,1709,51.6,0,828,Inflated Original Price,Pricing Manipulation,5,Yes,881
LST02699,2022,4,Flipkart,Fashion,AND Women's Wrap Dress,AND,1422,2839,49.9,0,1422,None,No Violation,0,No,1417
LST02700,2022,4,Flipkart,Fashion,W Women's Printed Kurta,W,565,1388,59.3,0,565,Confirm Shaming,Misdirection,3,Yes,823
LST02701,2022,4,Flipkart,Toys,Frank Super Scientist Chemistry Set,Frank,689,1457,52.7,0,689,None,No Violation,0,No,768
LST02702,2022,4,Flipkart,Home & Kitchen,Cello Plastic Modular Drawer,Cello,281,562,50.0,0,281,Confirm Shaming,Misdirection,3,Yes,281
LST02703,2022,4,Flipkart,Books,Atomic Habits - James Clear,James Clear,287,505,43.2,0,287,Fake Countdown Timer,Urgency Creation,3,Yes,218
LST02704,2022,4,Flipkart,Toys,Frank Super Scientist Chemistry Set,Frank,706,1430,50.6,0,706,False Scarcity,Scarcity Creation,4,Yes,724
LST02705,2022,4,Flipkart,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,837,1476,43.3,0,837,None,No Violation,0,No,639
LST02706,2022,4,Flipkart,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,7030,11540,39.1,0,7030,None,No Violation,0,No,4510
LST02707,2022,4,Flipkart,Electronics,Portronics Mport 7C USB Hub,Portronics,637,1175,45.8,0,637,Inflated Original Price,Pricing Manipulation,5,Yes,538
LST02708,2022,4,Flipkart,Beauty,Himalaya Herbals Purifying Neem Face Wash,Himalaya,92,174,47.1,0,92,Forced Continuity,Subscription Trap,4,Yes,82
LST02709,2022,4,Flipkart,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1385,2515,44.9,0,1385,False Scarcity,Scarcity Creation,4,Yes,1130
LST02710,2022,4,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,15757,20743,24.0,0,15757,Inflated Original Price,Pricing Manipulation,5,Yes,4986
LST02711,2022,4,Flipkart,Fashion,Global Desi Women Floral Print Top,Global Desi,456,1111,59.0,0,456,None,No Violation,0,No,655
LST02712,2022,4,Flipkart,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,1021,1877,45.6,0,1021,Forced Continuity,Subscription Trap,4,Yes,856
LST02713,2022,4,Flipkart,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,26119,32174,18.8,0,26119,Fake Countdown Timer,Urgency Creation,3,Yes,6055
LST02714,2022,4,Flipkart,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1440,2576,44.1,0,1440,Forced Continuity,Subscription Trap,4,Yes,1136
LST02715,2022,4,Flipkart,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,26701,30711,13.1,0,26701,Confirm Shaming,Misdirection,3,Yes,4010
LST02716,2022,4,Flipkart,Fashion,Allen Solly Women Straight Fit Trousers,Allen Solly,947,2182,56.6,0,947,Misleading Discount Badge,Pricing Manipulation,4,Yes,1235
LST02717,2022,4,Flipkart,Electronics,iBall Slide Elan 3x32 Tablet,iBall,6313,10677,40.9,0,6313,Forced Continuity,Subscription Trap,4,Yes,4364
LST02718,2022,4,Flipkart,Toys,Webby Wooden Push & Pull Duck Toy,Webby,297,603,50.7,0,297,None,No Violation,0,No,306
LST02719,2022,4,Flipkart,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,551,793,30.5,0,551,False Scarcity,Scarcity Creation,4,Yes,242
LST02720,2022,4,Flipkart,Fashion,AND Women's Wrap Dress,AND,1297,2813,53.9,0,1297,Inflated Original Price,Pricing Manipulation,5,Yes,1516
LST02721,2022,4,Flipkart,Books,Start With Why - Simon Sinek,Simon Sinek,279,474,41.1,0,279,None,No Violation,0,No,195
LST02722,2022,4,Flipkart,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,330,570,42.1,0,330,None,No Violation,0,No,240
LST02723,2022,4,Flipkart,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,955,1806,47.1,0,955,Inflated Original Price,Pricing Manipulation,5,Yes,851
LST02724,2022,4,Flipkart,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,1159,2118,45.3,0,1159,Confirm Shaming,Misdirection,3,Yes,959
LST02725,2022,4,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,210,340,38.2,0,210,Fake Countdown Timer,Urgency Creation,3,Yes,130
LST02726,2022,4,Flipkart,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,459,957,52.0,0,459,Confirm Shaming,Misdirection,3,Yes,498
LST02727,2022,4,Meesho,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,8775,13550,35.2,0,8775,Forced Continuity,Subscription Trap,4,Yes,4775
LST02728,2022,4,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,481,944,49.0,60,541,Hidden Convenience Fee,Drip Pricing,5,Yes,463
LST02729,2022,4,Meesho,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,369,632,41.6,32,401,Hidden Convenience Fee,Drip Pricing,5,Yes,263
LST02730,2022,4,Meesho,Fashion,Biba Women's Anarkali Kurti,Biba,781,1730,54.9,0,781,Confirm Shaming,Misdirection,3,Yes,949
LST02731,2022,4,Meesho,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,371,620,40.2,0,371,None,No Violation,0,No,249
LST02732,2022,4,Meesho,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,320,644,50.3,34,354,Hidden Convenience Fee,Drip Pricing,5,Yes,324
LST02733,2022,4,Meesho,Footwear,Action Men's Training Shoes,Action,717,1441,50.2,0,717,False Scarcity,Scarcity Creation,4,Yes,724
LST02734,2022,4,Meesho,Books,Deep Work - Cal Newport,Cal Newport,270,481,43.9,0,270,Social Proof Manipulation,Social Proof Misuse,2,Yes,211
LST02735,2022,4,Meesho,Books,Start With Why - Simon Sinek,Simon Sinek,267,457,41.6,0,267,Social Proof Manipulation,Social Proof Misuse,2,Yes,190
LST02736,2022,4,Meesho,Mobile Phones,POCO C65 6GB+128GB,POCO,6613,10659,38.0,0,6613,False Scarcity,Scarcity Creation,4,Yes,4046
LST02737,2022,4,Meesho,Fashion,AND Women's Wrap Dress,AND,1330,2649,49.8,0,1330,Confirm Shaming,Misdirection,3,Yes,1319
LST02738,2022,4,Meesho,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,1926,2800,31.2,0,1926,Forced Continuity,Subscription Trap,4,Yes,874
LST02739,2022,4,Meesho,Mobile Phones,realme narzo N53 4GB+64GB,realme,8143,11910,31.6,0,8143,Confirm Shaming,Misdirection,3,Yes,3767
LST02740,2022,4,Meesho,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,512,947,45.9,46,558,Hidden Convenience Fee,Drip Pricing,5,Yes,435
LST02741,2022,4,Meesho,Toys,NHR Carrom Board with Coins & Striker,NHR,812,1885,56.9,0,812,Confirm Shaming,Misdirection,3,Yes,1073
LST02742,2022,4,Meesho,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1442,2405,40.0,0,1442,None,No Violation,0,No,963
LST02743,2022,4,Meesho,Fashion,Arrow Men's Formal Trousers,Arrow,996,2093,52.4,0,996,Confirm Shaming,Misdirection,3,Yes,1097
LST02744,2022,4,Meesho,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,485,903,46.3,0,485,None,No Violation,0,No,418
LST02745,2022,4,Meesho,Toys,NHR Carrom Board with Coins & Striker,NHR,804,1866,56.9,0,804,Misleading Discount Badge,Pricing Manipulation,4,Yes,1062
LST02746,2022,4,Meesho,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,676,1914,64.7,0,676,Confirm Shaming,Misdirection,3,Yes,1238
LST02747,2022,4,Meesho,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,218,374,41.7,0,218,Forced Continuity,Subscription Trap,4,Yes,156
LST02748,2022,4,Meesho,Books,Atomic Habits - James Clear,James Clear,332,528,37.1,0,332,Forced Continuity,Subscription Trap,4,Yes,196
LST02749,2022,4,Meesho,Toys,NHR Carrom Board with Coins & Striker,NHR,887,1741,49.1,0,887,Misleading Discount Badge,Pricing Manipulation,4,Yes,854
LST02750,2022,4,Meesho,Footwear,Action Men's Training Shoes,Action,672,1453,53.8,0,672,Confirm Shaming,Misdirection,3,Yes,781
LST02751,2022,4,Meesho,Books,Deep Work - Cal Newport,Cal Newport,299,436,31.4,0,299,Social Proof Manipulation,Social Proof Misuse,2,Yes,137
LST02752,2022,4,Meesho,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,318,643,50.5,0,318,None,No Violation,0,No,325
LST02753,2022,4,Meesho,Fashion,Raymond Men's Blazer,Raymond,3907,6468,39.6,0,3907,None,No Violation,0,No,2561
LST02754,2022,4,Meesho,Electronics,boAt Rockerz 450 Bluetooth Headphone,boAt,1156,2620,55.9,57,1213,Hidden Convenience Fee,Drip Pricing,5,Yes,1464
LST02755,2022,4,Meesho,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,609,940,35.2,0,609,None,No Violation,0,No,331
LST02756,2022,4,Meesho,Fashion,Biba Women's Anarkali Kurti,Biba,870,1675,48.1,0,870,Confirm Shaming,Misdirection,3,Yes,805
LST02757,2022,4,Meesho,Toys,Funskool Ludo & Snakes & Ladders Board Game,Funskool,301,612,50.8,0,301,Inflated Original Price,Pricing Manipulation,5,Yes,311
LST02758,2022,4,Meesho,Fashion,Arrow Men's Formal Trousers,Arrow,857,2111,59.4,0,857,Forced Continuity,Subscription Trap,4,Yes,1254
LST02759,2022,4,Meesho,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,153,309,50.5,47,200,Hidden Convenience Fee,Drip Pricing,5,Yes,156
LST02760,2022,4,Meesho,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,841,1449,42.0,0,841,Fake Countdown Timer,Urgency Creation,3,Yes,608
LST02761,2022,4,Meesho,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,356,645,44.8,0,356,Confirm Shaming,Misdirection,3,Yes,289
LST02762,2022,4,Meesho,Mobile Phones,POCO C65 6GB+128GB,POCO,8308,10242,18.9,0,8308,Inflated Original Price,Pricing Manipulation,5,Yes,1934
LST02763,2022,4,Meesho,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,462,1115,58.6,0,462,Inflated Original Price,Pricing Manipulation,5,Yes,653
LST02764,2022,4,Meesho,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,720,1858,61.2,0,720,False Scarcity,Scarcity Creation,4,Yes,1138
LST02765,2022,4,Meesho,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,6600,10401,36.5,0,6600,Misleading Discount Badge,Pricing Manipulation,4,Yes,3801
LST02766,2022,4,Meesho,Footwear,Bata Men's Formal Lace-up Shoes,Bata,1309,2606,49.8,0,1309,False Scarcity,Scarcity Creation,4,Yes,1297
LST02767,2022,4,Meesho,Toys,Hasbro Monopoly Classic Board Game,Hasbro,854,1595,46.5,0,854,Confirm Shaming,Misdirection,3,Yes,741
LST02768,2022,4,Meesho,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,18267,22137,17.5,0,18267,Inflated Original Price,Pricing Manipulation,5,Yes,3870
LST02769,2022,4,Meesho,Electronics,Portronics Mport 7C USB Hub,Portronics,548,1120,51.1,0,548,None,No Violation,0,No,572
