listing_id,year,month,platform,category,product_name,brand,dark_pattern_type,ccpa_category,severity_score,actual_price_inr,displayed_original_price_inr,price_inflation_inr,price_inflation_pct,hidden_fee_inr,ccpa_violation,sev_norm,inf_norm,fee_norm,contrib_severity,contrib_inflation,contrib_hidden_fee,base_score,ccpa_penalty,harm_score,risk_tier
LST01884,2021,11,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,False Scarcity,Scarcity Creation,4,1287,2193,906,70.3963,0,Yes,0.6666666666666666,0.28548777955911475,0.0,27.0,8.99,0.0,35.99286505611211,10.0,45.99,🟢 Low
LST01885,2021,11,Meesho,Fashion,Raymond Men's Blazer,Raymond,Inflated Original Price,Pricing Manipulation,5,3666,6860,3194,87.1249,0,Yes,1.0,0.3575440579393022,0.0,40.5,11.26,0.0,51.76263782508802,10.0,61.76,🟡 Medium
LST01886,2021,11,Meesho,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Forced Continuity,Subscription Trap,4,463,1270,807,174.2981,0,Yes,0.6666666666666666,0.7330313292286964,0.0,27.0,23.09,0.0,50.090486870703934,10.0,60.09,🟡 Medium
LST01887,2021,11,Meesho,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Forced Continuity,Subscription Trap,4,823,1505,682,82.8676,0,Yes,0.6666666666666666,0.33920628945012965,0.0,27.0,10.68,0.0,37.68499811767908,10.0,47.68,🟢 Low
LST01889,2021,11,Nykaa,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,Inflated Original Price,Pricing Manipulation,5,22976,31869,8893,38.7056,0,Yes,1.0,0.1489841928116878,0.0,40.5,4.69,0.0,45.19300207356816,10.0,55.19,🟡 Medium
LST01890,2021,11,Nykaa,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Confirm Shaming,Misdirection,3,301,571,270,89.701,0,Yes,0.3333333333333333,0.3686402751203694,0.0,13.5,11.61,0.0,25.112168666291634,10.0,35.11,🟢 Low
LST01892,2021,11,Nykaa,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Forced Continuity,Subscription Trap,4,150,315,165,110.0,0,Yes,0.6666666666666666,0.45607558918367574,0.0,27.0,14.37,0.0,41.366381059285786,10.0,51.37,🟡 Medium
LST01893,2021,11,Nykaa,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Hidden Convenience Fee,Drip Pricing,5,148,323,175,118.2432,55,Yes,1.0,0.4915821058045263,0.4583333333333333,40.5,15.48,8.25,64.23483633284258,10.0,74.23,🟠 High
LST01894,2021,11,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Inflated Original Price,Pricing Manipulation,5,1484,2805,1321,89.0162,0,Yes,1.0,0.36569058779239505,0.0,40.5,11.52,0.0,52.01925351546044,10.0,62.02,🟡 Medium
LST01895,2021,11,Nykaa,Fashion,Biba Women's Anarkali Kurti,Biba,Fake Countdown Timer,Urgency Creation,3,825,1909,1084,131.3939,0,Yes,0.3333333333333333,0.5482270432227402,0.0,13.5,17.27,0.0,30.769151861516317,10.0,40.77,🟢 Low
LST01896,2021,11,Nykaa,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,Social Proof Manipulation,Social Proof Misuse,2,1706,3196,1490,87.3388,0,Yes,0.0,0.35846540449224285,0.0,0.0,11.29,0.0,11.29166024150565,10.0,21.29,🟢 Low
LST01897,2021,11,Nykaa,Footwear,Relaxo Flite Men's Slippers,Relaxo,Hidden Convenience Fee,Drip Pricing,5,318,641,323,101.5723,39,Yes,1.0,0.41977436270299556,0.325,40.5,13.22,5.85,59.57289242514436,10.0,69.57,🟠 High
LST01898,2021,11,Nykaa,Beauty,Mamaearth Onion Hair Oil 250ml,Mamaearth,False Scarcity,Scarcity Creation,4,368,578,210,57.0652,0,Yes,0.6666666666666666,0.22806579250017875,0.0,27.0,7.18,0.0,34.18407246375563,10.0,44.18,🟢 Low
LST01899,2021,11,Nykaa,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Social Proof Manipulation,Social Proof Misuse,2,356,624,268,75.2809,0,Yes,0.0,0.3065275615717078,0.0,0.0,9.66,0.0,9.655618189508795,10.0,19.66,🟢 Low
LST01902,2021,11,Nykaa,Footwear,Sparx Men's Running Sports Shoes,Sparx,Misleading Discount Badge,Pricing Manipulation,4,984,1670,686,69.7154,0,Yes,0.6666666666666666,0.2825548909761449,0.0,27.0,8.9,0.0,35.90047906574856,10.0,45.9,🟢 Low
LST01903,2021,11,Nykaa,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Forced Continuity,Subscription Trap,4,239,399,160,66.9456,0,Yes,0.6666666666666666,0.2706243361265195,0.0,27.0,8.52,0.0,35.52466658798536,10.0,45.52,🟢 Low
LST01905,2021,11,Nykaa,Footwear,Action Men's Training Shoes,Action,Inflated Original Price,Pricing Manipulation,5,628,1423,795,126.5924,0,Yes,1.0,0.5275452036998589,0.0,40.5,16.62,0.0,57.117673916545556,10.0,67.12,🟠 High
LST01906,2021,11,Nykaa,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Social Proof Manipulation,Social Proof Misuse,2,13509,17164,3655,27.056,0,Yes,0.0,0.09880504927201131,0.0,0.0,3.11,0.0,3.112359052068356,10.0,13.11,🟢 Low
LST01907,2021,11,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Confirm Shaming,Misdirection,3,1643,3072,1429,86.975,0,Yes,0.3333333333333333,0.3568983830992564,0.0,13.5,11.24,0.0,24.742299067626572,10.0,34.74,🟢 Low
LST01908,2021,11,Nykaa,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Hidden Convenience Fee,Drip Pricing,5,368,667,299,81.25,78,Yes,1.0,0.33223868690671354,0.65,40.5,10.47,11.7,62.665518637561476,10.0,72.67,🟠 High
LST01909,2021,11,Nykaa,Footwear,Liberty Gliders Women's Bellies,Liberty,Confirm Shaming,Misdirection,3,772,1618,846,109.5855,0,Yes,0.3333333333333333,0.4542901841056305,0.0,13.5,14.31,0.0,27.81014079932736,10.0,37.81,🟢 Low
LST01911,2021,11,Nykaa,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,Social Proof Manipulation,Social Proof Misuse,2,26427,30512,4085,15.4577,0,Yes,0.0,0.04884687383970207,0.0,0.0,1.54,0.0,1.538676525950615,10.0,11.54,🟢 Low
LST01912,2021,11,Nykaa,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Fake Countdown Timer,Urgency Creation,3,266,618,352,132.3308,0,Yes,0.3333333333333333,0.5522626186572892,0.0,13.5,17.4,0.0,30.896272487704607,10.0,40.9,🟢 Low
LST01913,2021,11,Nykaa,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Misleading Discount Badge,Pricing Manipulation,4,7834,10211,2377,30.3421,0,Yes,0.6666666666666666,0.11295949951800523,0.0,27.0,3.56,0.0,30.558224234817168,10.0,40.56,🟢 Low
LST01915,2021,11,Nykaa,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Misleading Discount Badge,Pricing Manipulation,4,134,315,181,135.0746,0,Yes,0.6666666666666666,0.564081181873551,0.0,27.0,17.77,0.0,44.76855722901686,10.0,54.77,🟡 Medium
LST01917,2021,11,Nykaa,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Confirm Shaming,Misdirection,3,1584,2919,1335,84.2803,0,Yes,0.3333333333333333,0.34529131177523104,0.0,13.5,10.88,0.0,24.376676320919778,10.0,34.38,🟢 Low
LST01918,2021,11,Nykaa,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Forced Continuity,Subscription Trap,4,631,978,347,54.9921,0,Yes,0.6666666666666666,0.21913618268764415,0.0,27.0,6.9,0.0,33.90278975466079,10.0,43.9,🟢 Low
LST01919,2021,11,Nykaa,Books,Atomic Habits - James Clear,James Clear,Social Proof Manipulation,Social Proof Misuse,2,268,525,257,95.8955,0,Yes,0.0,0.39532228176922657,0.0,0.0,12.45,0.0,12.452651875730636,10.0,22.45,🟢 Low
LST01920,2021,11,Nykaa,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Forced Continuity,Subscription Trap,4,492,1156,664,134.9593,0,Yes,0.6666666666666666,0.5635845420532891,0.0,27.0,17.75,0.0,44.7529130746786,10.0,54.75,🟡 Medium
LST01921,2021,11,Nykaa,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Misleading Discount Badge,Pricing Manipulation,4,476,807,331,69.5378,0,Yes,0.6666666666666666,0.28178990197286186,0.0,27.0,8.88,0.0,35.87638191214515,10.0,45.88,🟢 Low
LST01924,2021,11,Nykaa,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Hidden Convenience Fee,Drip Pricing,5,465,783,318,68.3871,69,Yes,1.0,0.27683341072242357,0.575,40.5,8.72,10.35,59.570252437756345,10.0,69.57,🟠 High
LST01925,2021,11,Nykaa,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Social Proof Manipulation,Social Proof Misuse,2,476,882,406,85.2941,0,Yes,0.0,0.3496581240023053,0.0,0.0,11.01,0.0,11.014230906072616,10.0,21.01,🟢 Low
LST01926,2021,11,Nykaa,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Hidden Convenience Fee,Drip Pricing,5,572,955,383,66.958,52,Yes,1.0,0.27067774752089285,0.43333333333333335,40.5,8.53,7.8,56.82634904690812,10.0,66.83,🟠 High
LST01927,2021,11,Nykaa,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Confirm Shaming,Misdirection,3,9949,12990,3041,30.5659,0,Yes,0.3333333333333333,0.11392348903903425,0.0,13.5,3.59,0.0,17.088589904729577,10.0,27.09,🟢 Low
LST01929,2021,11,Nykaa,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,Forced Continuity,Subscription Trap,4,1551,2309,758,48.8717,0,Yes,0.6666666666666666,0.19277335219387304,0.0,27.0,6.07,0.0,33.072360594106996,10.0,43.07,🟢 Low
LST01930,2021,11,Nykaa,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Social Proof Manipulation,Social Proof Misuse,2,1115,2579,1464,131.3004,0,Yes,0.0,0.5478243040796829,0.0,0.0,17.26,0.0,17.256465578510007,10.0,27.26,🟢 Low
LST01931,2021,11,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Fake Countdown Timer,Urgency Creation,3,1597,2883,1286,80.526,0,Yes,0.3333333333333333,0.32912015065459105,0.0,13.5,10.37,0.0,23.867284745619617,10.0,33.87,🟢 Low
LST01932,2021,11,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Confirm Shaming,Misdirection,3,1556,2849,1293,83.0977,0,Yes,0.3333333333333333,0.3401974154053968,0.0,13.5,10.72,0.0,24.216218585269996,10.0,34.22,🟢 Low
LST01933,2021,11,Nykaa,Footwear,Relaxo Flite Men's Slippers,Relaxo,False Scarcity,Scarcity Creation,4,290,607,317,109.3103,0,Yes,0.6666666666666666,0.4531047957401828,0.0,27.0,14.27,0.0,41.272801065815756,10.0,51.27,🟡 Medium
LST01934,2021,11,Nykaa,Footwear,Bata Men's Formal Lace-up Shoes,Bata,False Scarcity,Scarcity Creation,4,1193,2489,1296,108.6337,0,Yes,0.6666666666666666,0.4501904288504231,0.0,27.0,14.18,0.0,41.18099850878833,10.0,51.18,🟡 Medium
LST01935,2021,11,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Fake Countdown Timer,Urgency Creation,3,314,596,282,89.8089,0,Yes,0.3333333333333333,0.369105040398828,0.0,13.5,11.63,0.0,25.126808772563077,10.0,35.13,🟢 Low
LST01936,2021,11,Nykaa,Toys,Frank Super Scientist Chemistry Set,Frank,Forced Continuity,Subscription Trap,4,692,1416,724,104.6243,0,Yes,0.6666666666666666,0.4329204575116665,0.0,27.0,13.64,0.0,40.63699441161749,10.0,50.64,🟡 Medium
LST01937,2021,11,Nykaa,Toys,LEGO Classic Creative Brick Box,LEGO,Forced Continuity,Subscription Trap,4,1880,3428,1548,82.3404,0,Yes,0.6666666666666666,0.33693544371515877,0.0,27.0,10.61,0.0,37.6134664770275,10.0,47.61,🟢 Low
LST01939,2021,11,Nykaa,Fashion,Raymond Men's Blazer,Raymond,Fake Countdown Timer,Urgency Creation,3,3437,6741,3304,96.1303,0,Yes,0.3333333333333333,0.3963336523659094,0.0,13.5,12.48,0.0,25.984510049526147,10.0,35.98,🟢 Low
LST01940,2021,11,Nykaa,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Hidden Convenience Fee,Drip Pricing,5,321,580,259,80.6854,47,Yes,1.0,0.3298067455145197,0.39166666666666666,40.5,10.39,7.05,57.93891248370737,10.0,67.94,🟠 High
LST01941,2021,11,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Inflated Original Price,Pricing Manipulation,5,352,556,204,57.9545,0,Yes,1.0,0.23189633709826235,0.0,40.5,7.3,0.0,47.80473461859526,10.0,57.8,🟡 Medium
LST01942,2021,11,Nykaa,Footwear,VKC Pride Women's Flip Flops,VKC,Hidden Convenience Fee,Drip Pricing,5,243,496,253,104.1152,52,Yes,1.0,0.43072757518299865,0.43333333333333335,40.5,13.57,7.8,61.86791861826446,10.0,71.87,🟠 High
LST01943,2021,11,Nykaa,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,False Scarcity,Scarcity Creation,4,8542,12929,4387,51.358,0,Yes,0.6666666666666666,0.2034827675027847,0.0,27.0,6.41,0.0,33.40970717633772,10.0,43.41,🟢 Low
LST01944,2021,11,Nykaa,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Misleading Discount Badge,Pricing Manipulation,4,521,949,428,82.1497,0,Yes,0.6666666666666666,0.3361140281581425,0.0,27.0,10.59,0.0,37.58759188698149,10.0,47.59,🟢 Low
LST01945,2021,11,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Hidden Convenience Fee,Drip Pricing,5,297,604,307,103.367,90,Yes,1.0,0.42750480056443785,0.75,40.5,13.47,13.5,67.46640121777979,10.0,77.47,🟠 High
LST01946,2021,11,Nykaa,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Inflated Original Price,Pricing Manipulation,5,261,416,155,59.387,0,Yes,1.0,0.2380666453595405,0.0,40.5,7.5,0.0,47.99909932882553,10.0,58.0,🟡 Medium
LST01947,2021,11,Nykaa,Footwear,Liberty Gliders Women's Bellies,Liberty,Forced Continuity,Subscription Trap,4,682,1458,776,113.783,0,Yes,0.6666666666666666,0.47237037183806696,0.0,27.0,14.88,0.0,41.87966671289911,10.0,51.88,🟡 Medium
LST01949,2021,11,Nykaa,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Confirm Shaming,Misdirection,3,873,1232,359,41.1226,0,Yes,0.3333333333333333,0.15939510734398057,0.0,13.5,5.02,0.0,18.520945881335386,10.0,28.52,🟢 Low
LST01950,2021,12,Flipkart,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,Hidden Convenience Fee,Drip Pricing,5,1633,2258,625,38.2731,57,Yes,1.0,0.14712125506439086,0.475,40.5,4.63,8.55,53.68431953452831,10.0,63.68,🟡 Medium
LST01951,2021,12,Flipkart,Toys,LEGO Classic Creative Brick Box,LEGO,Forced Continuity,Subscription Trap,4,1780,3388,1608,90.3371,0,Yes,0.6666666666666666,0.371380193504313,0.0,27.0,11.7,0.0,38.69847609538586,10.0,48.7,🟢 Low
LST01952,2021,12,Flipkart,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,Misleading Discount Badge,Pricing Manipulation,4,320,581,261,81.5625,0,Yes,0.6666666666666666,0.3335847401923327,0.0,27.0,10.51,0.0,37.507919316058484,10.0,47.51,🟢 Low
LST01953,2021,12,Flipkart,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,False Scarcity,Scarcity Creation,4,776,1974,1198,154.3814,0,Yes,0.6666666666666666,0.6472427229128852,0.0,27.0,20.39,0.0,47.38814577175588,10.0,57.39,🟡 Medium
LST01954,2021,12,Flipkart,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Forced Continuity,Subscription Trap,4,481,1036,555,115.3846,0,Yes,0.6666666666666666,0.47926905645325946,0.0,27.0,15.1,0.0,42.09697527827767,10.0,52.1,🟡 Medium
LST01955,2021,12,Flipkart,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Misleading Discount Badge,Pricing Manipulation,4,1912,5059,3147,164.5921,0,Yes,0.6666666666666666,0.6912239910199939,0.0,27.0,21.77,0.0,48.77355571712981,10.0,58.77,🟡 Medium
LST01956,2021,12,Flipkart,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Fake Countdown Timer,Urgency Creation,3,7257,10271,3014,41.5323,0,Yes,0.3333333333333333,0.1611598370435587,0.0,13.5,5.08,0.0,18.576534866872098,10.0,28.58,🟢 Low
LST01957,2021,12,Flipkart,Mobile Phones,Vivo Y56 5G 8GB+128GB,Vivo,Misleading Discount Badge,Pricing Manipulation,4,14601,20428,5827,39.9082,0,Yes,0.6666666666666666,0.1541642365918017,0.0,27.0,4.86,0.0,31.85617345264175,10.0,41.86,🟢 Low
LST01959,2021,12,Flipkart,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,False Scarcity,Scarcity Creation,4,557,1205,648,116.3375,0,Yes,0.6666666666666666,0.4833735498160322,0.0,27.0,15.23,0.0,42.226266819205016,10.0,52.23,🟡 Medium
LST01960,2021,12,Flipkart,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Hidden Convenience Fee,Drip Pricing,5,479,855,376,78.4969,105,Yes,1.0,0.3203800651446716,0.875,40.5,10.09,15.75,66.34197205205716,10.0,76.34,🟠 High
LST01961,2021,12,Flipkart,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Misleading Discount Badge,Pricing Manipulation,4,267,578,311,116.4794,0,Yes,0.6666666666666666,0.48398476569196613,0.0,27.0,15.25,0.0,42.24552011929693,10.0,52.25,🟡 Medium
LST01962,2021,12,Flipkart,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Forced Continuity,Subscription Trap,4,311,710,399,128.2958,0,Yes,0.6666666666666666,0.5348823786333747,0.0,27.0,16.85,0.0,43.8487949269513,10.0,53.85,🟡 Medium
LST01963,2021,12,Flipkart,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Social Proof Manipulation,Social Proof Misuse,2,1276,2308,1032,80.8777,0,Yes,0.0,0.3306350528643583,0.0,0.0,10.42,0.0,10.415004165227286,10.0,20.42,🟢 Low
LST01964,2021,12,Flipkart,Footwear,Metro Women's Block Heel Pumps,Metro,False Scarcity,Scarcity Creation,4,883,2137,1254,142.0159,0,Yes,0.6666666666666666,0.5939799328222494,0.0,27.0,18.71,0.0,45.71036788390086,10.0,55.71,🟡 Medium
LST01965,2021,12,Flipkart,Footwear,Bata Men's Formal Lace-up Shoes,Bata,False Scarcity,Scarcity Creation,4,1309,2458,1149,87.7769,0,Yes,0.6666666666666666,0.360352463514418,0.0,27.0,11.35,0.0,38.351102600704166,10.0,48.35,🟢 Low
LST01966,2021,12,Flipkart,Beauty,Biotique Bio Honey Gel Face Wash,Biotique,Misleading Discount Badge,Pricing Manipulation,4,154,296,142,92.2078,0,Yes,0.6666666666666666,0.3794379915248178,0.0,27.0,11.95,0.0,38.95229673303176,10.0,48.95,🟢 Low
LST01967,2021,12,Flipkart,Home & Kitchen,Cello Plastic Modular Drawer,Cello,Fake Countdown Timer,Urgency Creation,3,304,555,251,82.5658,0,Yes,0.3333333333333333,0.3379063250290101,0.0,13.5,10.64,0.0,24.144049238413814,10.0,34.14,🟢 Low
LST01971,2021,12,Flipkart,Fashion,Raymond Men's Blazer,Raymond,Social Proof Manipulation,Social Proof Misuse,2,3890,7328,3438,88.3805,0,Yes,0.0,0.36295239235665716,0.0,0.0,11.43,0.0,11.433000359234699,10.0,21.43,🟢 Low
LST01973,2021,12,Flipkart,Books,Zero to One - Peter Thiel,Peter Thiel,Fake Countdown Timer,Urgency Creation,3,317,521,204,64.3533,0,Yes,0.3333333333333333,0.2594583395431258,0.0,13.5,8.17,0.0,21.67293769560846,10.0,31.67,🟢 Low
LST01974,2021,12,Flipkart,Books,Rich Dad Poor Dad - Robert Kiyosaki,Robert Kiyosaki,Fake Countdown Timer,Urgency Creation,3,208,337,129,62.0192,0,Yes,0.3333333333333333,0.24940450602644207,0.0,13.5,7.86,0.0,21.356241939832923,10.0,31.36,🟢 Low
LST01976,2021,12,Flipkart,Footwear,Sparx Men's Running Sports Shoes,Sparx,False Scarcity,Scarcity Creation,4,839,1660,821,97.8546,0,Yes,0.6666666666666666,0.40376085134316736,0.0,27.0,12.72,0.0,39.71846681730977,10.0,49.72,🟢 Low
LST01977,2021,12,Flipkart,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Confirm Shaming,Misdirection,3,15098,19266,4168,27.6063,0,Yes,0.3333333333333333,0.10117539526585521,0.0,13.5,3.19,0.0,16.687024950874438,10.0,26.69,🟢 Low
LST01978,2021,12,Flipkart,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Confirm Shaming,Misdirection,3,275,368,93,33.8182,0,Yes,0.3333333333333333,0.1279323501616556,0.0,13.5,4.03,0.0,17.52986903009215,10.0,27.53,🟢 Low
LST01979,2021,12,Flipkart,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Inflated Original Price,Pricing Manipulation,5,792,1557,765,96.5909,0,Yes,1.0,0.3983176272246492,0.0,40.5,12.55,0.0,53.04700525757645,10.0,63.05,🟡 Medium
LST01980,2021,12,Flipkart,Books,Zero to One - Peter Thiel,Peter Thiel,False Scarcity,Scarcity Creation,4,292,512,220,75.3425,0,Yes,0.6666666666666666,0.30679289559536904,0.0,27.0,9.66,0.0,36.66397621125412,10.0,46.66,🟢 Low
LST01982,2021,12,Flipkart,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Fake Countdown Timer,Urgency Creation,3,1139,2425,1286,112.9061,0,Yes,0.3333333333333333,0.46859323863435676,0.0,13.5,14.76,0.0,28.26068701698224,10.0,38.26,🟢 Low
LST01983,2021,12,Flipkart,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Forced Continuity,Subscription Trap,4,611,1019,408,66.7758,0,Yes,0.6666666666666666,0.26989294461324553,0.0,27.0,8.5,0.0,35.50162775531724,10.0,45.5,🟢 Low
LST01984,2021,12,Flipkart,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,Inflated Original Price,Pricing Manipulation,5,708,1996,1288,181.9209,0,Yes,1.0,0.7658655531826729,0.0,40.5,24.12,0.0,64.6247649252542,10.0,74.62,🟠 High
LST01985,2021,12,Flipkart,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Hidden Convenience Fee,Drip Pricing,5,165,281,116,70.303,54,Yes,1.0,0.2850859018901603,0.45,40.5,8.98,8.1,57.58020590954005,10.0,67.58,🟠 High
LST01987,2021,12,Flipkart,Books,Start With Why - Simon Sinek,Simon Sinek,Social Proof Manipulation,Social Proof Misuse,2,273,467,194,71.0623,0,Yes,0.0,0.2883564883214263,0.0,0.0,9.08,0.0,9.083229382124928,10.0,19.08,🟢 Low
LST01988,2021,12,Flipkart,Footwear,Woodland Men's Camel Leather Boot,Woodland,Confirm Shaming,Misdirection,3,2577,4617,2040,79.1618,0,Yes,0.3333333333333333,0.3232440357994178,0.0,13.5,10.18,0.0,23.682187127681658,10.0,33.68,🟢 Low
LST01989,2021,12,Flipkart,Books,The Alchemist - Paulo Coelho,Paulo Coelho,Misleading Discount Badge,Pricing Manipulation,4,162,250,88,54.321,0,Yes,0.6666666666666666,0.21624550633571127,0.0,27.0,6.81,0.0,33.8117334495749,10.0,43.81,🟢 Low
LST01991,2021,12,Flipkart,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Forced Continuity,Subscription Trap,4,834,1403,569,68.2254,0,Yes,0.6666666666666666,0.27613690891031273,0.0,27.0,8.7,0.0,35.69831263067485,10.0,45.7,🟢 Low
LST01992,2021,12,Flipkart,Books,Ikigai - Hector Garcia,Hector Garcia,False Scarcity,Scarcity Creation,4,184,323,139,75.5435,0,Yes,0.6666666666666666,0.3076586770686793,0.0,27.0,9.69,0.0,36.691248327663395,10.0,46.69,🟢 Low
LST01993,2021,12,Flipkart,Books,Atomic Habits - James Clear,James Clear,Misleading Discount Badge,Pricing Manipulation,4,286,479,193,67.4825,0,Yes,0.6666666666666666,0.27293696335547607,0.0,27.0,8.6,0.0,35.59751434569749,10.0,45.6,🟢 Low
LST01996,2021,12,Flipkart,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Hidden Convenience Fee,Drip Pricing,5,368,670,302,82.0652,81,Yes,1.0,0.3357500553497111,0.675,40.5,10.58,12.15,63.2261267435159,10.0,73.23,🟠 High
LST01997,2021,12,Flipkart,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,Misleading Discount Badge,Pricing Manipulation,4,268,554,286,106.7164,0,Yes,0.6666666666666666,0.4419319073639667,0.0,27.0,13.92,0.0,40.92085508196495,10.0,50.92,🟡 Medium
LST01998,2021,12,Flipkart,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Misleading Discount Badge,Pricing Manipulation,4,1479,2875,1396,94.3881,0,Yes,0.6666666666666666,0.38882935145645114,0.0,27.0,12.25,0.0,39.24812457087821,10.0,49.25,🟢 Low
LST02001,2021,12,Flipkart,Books,Start With Why - Simon Sinek,Simon Sinek,Forced Continuity,Subscription Trap,4,312,475,163,52.2436,0,Yes,0.6666666666666666,0.20729737482996655,0.0,27.0,6.53,0.0,33.529867307143945,10.0,43.53,🟢 Low
LST02002,2021,12,Flipkart,Mobile Phones,Nothing Phone (2a) 8GB+128GB,Nothing,Fake Countdown Timer,Urgency Creation,3,21816,31327,9511,43.5964,0,Yes,0.3333333333333333,0.1700506805214675,0.0,13.5,5.36,0.0,18.856596436426226,10.0,28.86,🟢 Low
LST02004,2021,12,Flipkart,Electronics,Portronics Mport 7C USB Hub,Portronics,Misleading Discount Badge,Pricing Manipulation,4,585,1281,696,118.9744,0,Yes,0.6666666666666666,0.49473165512434947,0.0,27.0,15.58,0.0,42.58404713641701,10.0,52.58,🟡 Medium
LST02006,2021,12,Flipkart,Fashion,Van Heusen Men's Regular Fit T-Shirt,Van Heusen,Hidden Convenience Fee,Drip Pricing,5,483,1229,746,154.4513,101,Yes,1.0,0.6475438081118124,0.8416666666666667,40.5,20.4,15.15,76.0476299555221,10.0,86.05,🔴 Critical
LST02007,2021,12,Flipkart,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,Misleading Discount Badge,Pricing Manipulation,4,1625,3067,1442,88.7385,0,Yes,0.6666666666666666,0.3644944310006625,0.0,27.0,11.48,0.0,38.48157457652086,10.0,48.48,🟢 Low
LST02008,2021,12,Flipkart,Home & Kitchen,Hawkins Futura 3L Hard Anodized Pressure Cooker,Hawkins,Misleading Discount Badge,Pricing Manipulation,4,1731,3090,1359,78.5095,0,Yes,0.6666666666666666,0.3204343380131478,0.0,27.0,10.09,0.0,37.09368164741415,10.0,47.09,🟢 Low
LST02009,2021,12,Flipkart,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Social Proof Manipulation,Social Proof Misuse,2,13244,17588,4344,32.7998,0,Yes,0.0,0.12354572403021706,0.0,0.0,3.89,0.0,3.8916903069518374,10.0,13.89,🟢 Low
